Partner ID,Partner Type,Partner Name,Date,Group Number,Feedback Type,Feedback Message,What was done?
PRT-13,PRT_Partner_DMC,Gairah Scuba Indo Jungle Life,2024-08-28,L1940,Good,They like the attractions very much. They love the hotels and local tour guides,
CRS-03,CRS_Cruise,Calypso Cruise,2024-09-11,L1935,Good,"cruise was great, just recofirm starting time late",
RST-30,RST_Resort,Sakti Garden Resort & Spa ,2024-09-13,L1796,Good,a high level. Quiet and peaceful. Good food,
HTL-18,HTL_Hotel,Barong Villa Sidemen,2024-09-13,L1796,Good,"ok, although we asked to change villas. Ours was on the left side where the irrigation stream flows, sleepless night due to the noise. The second night was great",
GDE-32,GDE_Guide,Pasek - Gairah Travel,2024-09-13,L1780,Bad,english not good,
GDE-100,GDE_Guide,Putu Agus - Gairah Travel ,2024-09-13,L1796,Good,"sociable, nice and smilling. Now we are turning to Kuta",
GDE-65,GDE_Guide,Vo Huu Sinh  - Venus ,2024-09-27,L1824,Neutral,"Mr Sinh in Hoi An (they had 2 guides there) was less energetic, but they also noticed that it was right after they met Makara so maybe they rate Sinh too harsh",
GDE-34,GDE_Guide,Tran Trung Duc (Trump) - MHP ,2024-09-27,L1824,Good,"very fun, good",
HTL-31,HTL_Hotel,Caravelle  Hotel Saigon,2024-11-02,L1823,Good,good,
RST-02,RST_Resort,The Anam Mui Ne,2024-11-10,L1823,Good,good. The triple in Caravelle (38sqm) was a bit small to open the luggage they said (grand premium + extra bed),
PRT-09,PRT_Partner_DMC,Hanoi Jeep Adventure,2024-11-15,W202,Good,ery nice but too long in traffic. But nice experience especially with the farm and B52 lake. Good guides. ,
PRT-05,PRT_Partner_DMC,Emily Visa,2024-11-15,W202,Bad,No one show up to the group and than it took few minutes to show up and guys was in panic,"Suong and Trang contact Emily
Emily showed a screenshot proving the mistake came from the airport. She also offered us a $1/pax discount as compensation.
"
HTL-87,HTL_Hotel,Champton Hanoi Hotel,2024-11-15,W202,Bad,"they messup rooming list. Tour Leader fixed fast, and they apologize. ",
HTL-87,HTL_Hotel,Champton Hanoi Hotel,2024-11-15,W202,Good,"Hotel in general nice, there is construction on the G floor and 10 floor. Rooms ok, clean. ",
PRT-21,PRT_Partner_DMC,Ms Kieu - Ben Tre Package,2024-11-16,W202,Bad,"problem with place for the candies. They didn't have even water and all stuff looks not very happy and friendly. Boats ok, lunch ok. ",
HTL-84,HTL_Hotel,Silverland Yen,2024-11-16,W202,Good,"all good, they give to our clients free minibar on the first day",
FNB-41,FNB_Restaurant,Quan Bui - Le Thanh Ton Branch,2024-11-16,W202,Good,all good with menu,
CRS-08,CRS_Cruise,La Casta Cruise ,2024-11-16,W202,Good,all good. Ha Long still look very destroyed. DON'T BOOK rooms 201. Next to the engine. Disaster to be there. ,
HTL-34,HTL_Hotel,Angkor Village Hotel,2024-11-20,W200,Bad,"the staff were nice but did many mixups, some faced noisy AC units",
GDE-14,GDE_Guide,Nguyen Van Hai (Gymer),2024-11-20,W200,Good,"good support, overall very good",
GDE-101,GDE_Guide,Makara - Robert ,2024-11-20,W200,Good,"all good, very pro, as always",
GDE-05,GDE_Guide,Duong Thai Binh,2024-11-20,W200,Bad,"good support during motobike tour, very bad support during day tours",
FNB-43,FNB_Restaurant,Nhat Nguyet Coffee - D5 Branch,2024-11-20,W200,Bad,"Nhat Nguyet coffee was disappointing—only 1 spring roll per person, which looked cheap.  Also, the pineapple shake barely had any pineapple.",
FNB-12,FNB_Restaurant,Quan Bui Central ,2024-11-20,W200,Good,the guests liked it a lot - both the decor and the food. They also bring food quickly,
FNB-09,FNB_Restaurant,Cooking Class Cu Chi,2024-11-20,W200,Good,"the people said that this was the best meal in Vietnam. Many of them bought lots of cashew nuts. It was super busy with few big groups at the same time, the staff was running like crazy, but they bought all the food quite quickly",
FNB-06,FNB_Restaurant,Hoa Tuc - Ngo Thoi Nhiem branch,2024-11-20,W200,Bad,"TLs complained there was not much food, the portions were small according to them. However the guests ate most of the food and seems they did not complain. It was very loud inside as our group was large.",
RST-04,RST_Resort,Aroma Beach Resort & Spa ,2024-11-21,L1950,Good,Aroma was great and they loved it,
HTL-89,HTL_Hotel,The Reed Hotel ,2024-11-21,L1950,Neutral,that it is different feel & vibe (large city hotel). But it was booked due to non-availability of other hotels and its affordable price,
HMS-09,HMS_Homestay,Pu Luong Eco Garden,2024-11-21,L1950,Good,"was very nice, beautiful",
GDE-85,GDE_Guide,Jim - Viet Action,2024-11-21,L1950,Good,"nice, friendly but a bit chaotic and harder to understand with his accent",
GDE-41,GDE_Guide,Do Bich Phuong  - MHP ,2024-11-21,L1950,Neutral,"nice, good English but she lacked experience about Pu Luong and it was clear to Sebastian (group TL) that she didn't know the places in Pu Luong. Also not experienced with managing bigger groups. The tour in Pu Luong and Ninh Binh was amazing anyway.
transfer from Halong she didn't say anything for 3 hours and also Andrzej commented that 'Pu' was looking somewhat angry and not cooperating well when he meet the group for dinner. => TL said she was generally OK",
FNB-19,FNB_Restaurant,Spice Garden Tam Coc,2024-11-21,L1950,Neutral,"touristy, sale told him it's the best choice there",
CRS-12,CRS_Cruise,Swan Cruise,2024-11-21,L1950,Good,very nice,
RST-22,RST_Resort,Sang Nhu Ngoc Resort,2024-11-27,L1883,Bad,"the path way leading to the room made from granite -> slippery , and most of our guests are old 
toilet is old, quite dirty
restaurant: last order at 06.00 pm - while i arrived at 05.30 pm  i insisted to make it 07.30 because around it there's no restaurant.
location: against the direction to the boat station ~ 1hour. -> so tired if guests going to Hang Chau boat.
room is large but seems old 
swimming pool: big and beautiful for daytime. at night they don't turn on the lights, only if some one comes to swim they'll turn on :v ",
RST-13,RST_Resort,Perle D'Orient Cat Ba - MGallery,2024-11-27,L1962,Good,"the hotel looks great, no damage from the typhoon visible anywhere except of the fallen trees on the hills around",
RST-08,RST_Resort,Flamingo Cat Ba ,2024-11-27,W199,Good,"great, the food also good",
PRT-21,PRT_Partner_DMC,Ms Kieu - Ben Tre Package,2024-11-27,L1950,Good,They enjoyed a lots.,
HTL-96,HTL_Hotel,Dolce by Wyndham Hanoi Golden Lake,2024-11-27,L1962,Bad,"This hotel is not recommended, mostly used by local business (booked directly by guests)",
HTL-84,HTL_Hotel,Silverland Yen,2024-11-27,W199,Good,"very nice, very good breakfast, very nice staff",
HTL-76,HTL_Hotel,Rex Hanoi Hotel,2024-11-27,W199,Good,"very nice, very good breakfast - it can get busy there around 8am, but staff cleans the tables quickly. Nice and efficient front desk, on the weekends the car access is restricted to the roads around it, same like Tirant. Very nice rooftop, they spend there both evenings. Overall much better experience.",
HTL-07,HTL_Hotel,Sanouva Saigon Hotel,2024-11-27,L1950,Good,"the security guard became nicer, as the parking lot 24/24 near by was closed forever and he allowed my bike overnight in the basement. So if TL go with group now you can try to park your bike there.",
HTL-07,HTL_Hotel,Sanouva Saigon Hotel,2024-11-27,L1950,Good,"the security guard became nicer, as the parking lot 24/24 near by was closed forever and he allowed my bike overnight in the basement. So if TL go with group now you can try to park your bike there.",
HMS-05,HMS_Homestay,Vam Xang Rustic,2024-11-27,L1883,Good,"great, more fish in the lake (they said for raising, not for eating)
dinner: big portion for 06 pax (plus me)
staffs are nice, can speak English, friendly (and all beautiful ladies)",
HMS-05,HMS_Homestay,Vam Xang Rustic,2024-11-27,L1883,Bad,"unfortunately it's getting more and more trash  so sad. The noodles making boat is not firendly with white people, they said 1 group only 1 pax can try to make the rice paper.",
GDE-72,GDE_Guide,Tran Cong Minh Son  - Venus ,2024-11-27,L2090,Good,"They were very impressed by the guide (Minh Son) we had  in Hue Hoi An, said he has perfect English and keeps telling them very interesting stories.",
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2024-11-27,W199,Good,everyone loved her,
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2024-11-27,L1962,Good,was great too,
GDE-41,GDE_Guide,Do Bich Phuong  - MHP ,2024-11-27,L1717,Good,"very nice person, appreciated a lot by the guests",
GDE-21,GDE_Guide,Vo Hoang Hung,2024-11-27,W199,Neutral,He is very nice and friendly but seems a bit too shy,
GDE-15,GDE_Guide,Phan Tran Dieu Mai,2024-11-27,L1732,Good,"She was nice, a little too shy, good English",
FNB-42,FNB_Restaurant,Crocodile Land Rest Stop,2024-11-27,L1883,Good,tasty (should order sweet & sour crocodile),
FNB-05,FNB_Restaurant,Hoa Tuc - Hai Ba Trung branch,2024-11-27,W199,Good,good as always,
CRS-06,CRS_Cruise,Elite of the Seas Cruise,2024-11-27,L1962,Good,"it was possible the highest quality of the cruise available in the bay, had great time with excellent staff on the board. While departing the cruise to Gia Luan pier on Cat Ba they were transferred personally by the cruise captain. ",
GDE-01,GDE_Guide,Bui Chung Hieu,2024-12-09,L2032,Bad,"came late around 20-30 mins to meet TL and pick up guests from the airport. He went by bus during rush hours, also didn't read TL's message nor check flight radar to be sure what time the plane would have arrived.",Ngan contact Hieu BC
HTL-161,HTL_Hotel,Nuovo Bangkok,2024-12-11,L1874,Good,"it works, seems like most of the rooms have this damp smell when you enter",
GDE-58,GDE_Guide,Tran Sang,2024-12-11,W245,Good,"first time on tour with them as guides, both were a bit too helpful with the games, I had to tell them to let guests figure it all out",
GDE-11,GDE_Guide,Nguyen Quang Huy,2024-12-11,W245,Good,"First time on tour with them as guides, both were a bit too helpful with them games, I had to tell them to let guests figure it all out. Huy seems to understand better of what is expected",
GDE-08,GDE_Guide,Nguyen Duc Kien,2024-12-11,W245,Neutral,"nice as usual, maybe a bit 'disorganized' with stories. He says he is not taking bigger groups because he doesn't have experience with them so whenever we ask about bigger group he says he cannot do. ",
GDE-01,GDE_Guide,Bui Chung Hieu,2024-12-11,W245,Bad,"funny but ""miglanc"" as Kris say. He came for the meeting 30min early - didn't see zalo message sent 2hrs earlier again, then he thought we meet with group in Sanouva... Very nice and friendly but I see that things might go off with him ",
FNB-41,FNB_Restaurant,Quan Bui - Le Thanh Ton Branch,2024-12-11,W245,Good,"very nice service, everything served as we asked, quickly and efficiently. Upstairs large air conditioned room (with a strong AC, its cold in there) downstairs open air and open to the street
Belgo - very friendly and helpful staff",
HTL-24,HTL_Hotel,Orchard Rendezvous Hotel,2024-12-31,L1856,Good,"Nice, great location for shopping and quick access to botanical gardens. About 15 minsAbout 15min drive to Marina area due to a number of traffic lights on the way",
GDE-23,GDE_Guide,Wendy Guide Singapore,2024-12-31,L1856,Good,guide was great,
GDE-01,GDE_Guide,Bui Chung Hieu,2024-12-31,L1981,Neutral,"he was on time and helpful, nothing to complain about. On the motorbike tour he drove with 12yrs but I could still see and hear Hieu telling stories about the city",
RST-38,RST_Resort,Lotus Blanc Resort,2025-01-06,W229,Good,good as usual,
HTL-54,HTL_Hotel,Hung Cuong Hotel,2025-01-06,L1868,Good,"The guests said it's very nice, clean, new. And it looks that way  Very quick check-in, as I entered the hotel, the receptionist set all keys on te counter, showed me which is a twin even without me asking  A bit basic breakfast (a la carte, mostly eggs served in many ways with some banh mi). Good location, can walk to the Basa Fish monument and to some local restaurants.",
HTL-17,HTL_Hotel,Nouvo City Hotel,2025-01-06,W229,Good,"all rooms good, didn't even smell like mold or humidity like a long time ago. Rooms clean, good location, only problem was that the elevators didn't feature air conditioning and were super hot in the afternoon",
HTL-07,HTL_Hotel,Sanouva Saigon Hotel,2025-01-06,L1868,Bad,"The receptionst guy (one of 2, he's been working there for quite some time) is very weird in communication",
HMS-05,HMS_Homestay,Vam Xang Rustic,2025-01-06,L1868,Good,"the ambience is very nice, good dinner",
GDE-60,GDE_Guide,Phuong - Vam Xang ,2025-01-06,L1868,Good,"Mr. Phuong Went to Cai Rang in 01/01, guests were up until 3:00 AM. Tried to tell many stories, however I asked him to just let the guests chill and I will tell them all the necessary stories ) Good support, I think if he goes with our ENG groups alone, he will handle them well.",
GDE-59,GDE_Guide,Be Hien - Tra Su Forest ,2025-01-06,L1868,Good,"Ms. Bé Hiền in Tra Su forest - was a very good support, explained to me (in VNese) quite nice about 2 kinds of cajuput trees that grow in the forest + was very supportive. I think she doesn't really speak ENG (OPE pls confirm ) but if TLs need a local guide to go with them on site there, she's good",
GDE-56,GDE_Guide,Giang  - Mr.Mushroom ,2025-01-06,L1868,Neutral,"Mr. Giang - He was OK, quite supportive, but I think quite new, as I could see he seemed like hadn't been working with our TLs much? At first he was pushing durign the cooking even though the guests haven't finished the previous step. But after explaining how I'd like us to work in a team he was ok. However made the ugliest chả giò I have seen in my life xD not a good example",
GDE-103,GDE_Guide,Nui Kanook - Robert ,2025-01-06,W229,Bad,"Nui/Kanook in Bangkok often suggested photo stops despite time constraints, causing delays in the schedule. He also advised a guest to buy alcohol elsewhere, resulting in a 15-minute wait for the group",
GDE-101,GDE_Guide,Makara - Robert ,2025-01-06,W229,Good,perfect as always,
GDE-08,GDE_Guide,Nguyen Duc Kien,2025-01-06,L1868,Good,"is good as support, quite calm  but handles tickets/following/calling drivers and restaurants well, so was a good support. It was his first time going inside Vam Sat, but I told him to go 10m in front and ask the employees of the park about where to go etc",
RST-35,RST_Resort,Borei Angkor Resort & Spa,2025-01-07,W200,Bad,"he hotel prepared 6 rooms with the wrong category, overlooking the next building instead of the pool, with noisy AC units. After complaints, the hotel offered to change rooms, but the main TL refused, and despite instructions not to offer gifts, the hotel manager left wine bottles with an apology note, citing a late arrival and a Khmer holiday as the reason, which seemed suspicious",
RST-04,RST_Resort,Aroma Beach Resort & Spa ,2025-01-07,W188,Bad,"The reception desk mixed up keys and spa vouchers, complicating the late check-in. For large groups, please ensure hotels prepare named envelopes for quicker check-ins. Additionally, the buffet dinner was disappointing, with limited dishes, leaving the W&F group unsatisfied on their final evening together",
PRT-23,PRT_Partner_DMC,Asian Divers Robert Wurm,2025-01-07,W197,Bad,the operator delivered what was agreed / contracted but any slight request was a mountain to climb and there was close to no flexibility. ,
HTL-85,HTL_Hotel,Sofitel Sai Gon Plaza,2025-01-07,W188,Good,"his time all was arranged well, they even kept 1 table in the reception area with a PZU logo standee from checkin til checkout  The guests tore 1 arm apart from the toy soldier Christmas decoration at front of the hotel ""by accident"" but Sofitel didn't charge us",
HTL-85,HTL_Hotel,Sofitel Sai Gon Plaza,2025-01-07,W200,Bad,"We felt like second-class guests as the hotel staff prioritized the French groups, ignoring our requests for a private check-in table and blocking access to areas. The customer service was poor, with unhelpful staff and unfair treatment, especially during check-in and checkout",
HTL-35,HTL_Hotel,Movenpick Hotel Hanoi Centre,2025-01-07,W188,Good,"Good rooms, good service, breakfast. They arranged for me to put the group into the ground floor bar, serve the welcome drinks there and then give the guests the keys there, that was nice.",
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2025-01-07,W188,Good,"always good, this time also good, good support & everything",
GDE-34,GDE_Guide,Tran Trung Duc (Trump) - MHP ,2025-01-07,W188,Good,"always good, this time also good, good support & everything",
GDE-22,GDE_Guide,Vo Hoang Phuc,2025-01-07,W188,Good,"always good, this time also good, good support & everything",
GDE-16,GDE_Guide,Phan Thi Truc Ngan,2025-01-07,W188,Good,"always good, this time also good, good support & everything",
GDE-14,GDE_Guide,Nguyen Van Hai (Gymer),2025-01-07,W200,Good,"He was supportive and well-organized, just Loo because he's older and worked with us longer took up the role of the main guide. After all the problems I requested OPE to talk to the guides, and since that point of the tour Hai was handling drivers and restaurants and everything was ok",
GDE-101,GDE_Guide,Makara - Robert ,2025-01-07,W200,Good,"Great, as always, he was stressed a lot because Ewa complained about the hotel, etc, he was very afraid of Robert shouting at him",
GDE-05,GDE_Guide,Duong Thai Binh,2025-01-07,W200,Bad,"Loo was disorganized and unreliable for managing the large group. He confirmed an unrealistic dinner time at Hoa Tuc, failed to coordinate with the drivers, and caused delays during the Delta tour, with buses arriving 20 minutes late. Despite being told to be at the reception early, he and Hai were having breakfast instead, which led me to ban Loo for future W groups",
FNB-67,FNB_Restaurant,Changkran Khmer,2025-01-07,W200,Bad,was super slow with drink payments on this tour.,
CRS-01,CRS_Cruise,Aqua of the Seas Cruise,2025-01-07,W188,Bad,"The main problem was the restaurant's delay in serving vegetarians during the buffet, despite prior arrangements, leading to a frustrating wait",
CRS-01,CRS_Cruise,Aqua of the Seas Cruise,2025-01-07,W188,Good,"Work & Fun skipped Hospital Cave, allowing more time on the boat, which was appreciated. While the cruise manager, Mr. The Anh, was helpful, there were communication issues",
GDE-101,GDE_Guide,Makara - Robert ,2025-01-08,L1971,Good,all good as always,
GDE-01,GDE_Guide,Bui Chung Hieu,2025-01-09,L2055,Bad,"during Saigon City tour, TL told Hieu BC that guests speak E so he can also share some knowledge but he refused cos there is a TL and no need for him to speak to guests",
GDE-25,GDE_Guide,Zagrodzki Adrian,2025-01-10,L2048,Good,was amazing,
ATC-02,ATC_Attraction,SG Motorbike tour ,2025-01-14,L2088,Good,Especially the by night tour. That was the true highlight,
GDE-42,GDE_Guide,Diem Quynh  - MHP ,2025-01-15,L2079 ,Good,"all guides special, hard to choose who was the best",
GDE-29,GDE_Guide,Dinh Thi Thuy Linh,2025-01-15,L2079 ,Good,"all guides special, hard to choose who was the best",
GDE-28,GDE_Guide,Nowak Andrzej Piotr,2025-01-15,L2079 ,Good,"all guides special, hard to choose who was the best",
HTL-36,HTL_Hotel,EQ Kuala Lumpur,2025-02-01,L1980,Good,"was great. They had Petrons Towers view from the rooms, and it has infitinty pool at 29th Floor (overlooking KL tower, not Petronas). Also amazing 360 view from the top (rooftop bar at 52nd). Walking distance to Petronas and Pavilion / Jalan Alor great location. ",
GDE-93,GDE_Guide,Marie - DTH Malaysia ,2025-02-01,L1980,Good,"very nice and kind, as usual with DTH, very experienced at 68yo. Flexible too",
FNB-54,FNB_Restaurant,Restoran Nyonya Cantik,2025-02-01,L1980,Bad,empty looking area with rows of relatively new buildings and some trashed river canal next to it. IT didn't look any better inside the restaurant. ,
FNB-53,FNB_Restaurant,Envi Skydining ,2025-02-01,L1980,Bad,"It was quiet at lunch. The guide offered a set lunch for 17.90 MYR ($4, drink included), so we ordered two more à la carte dishes. DTH covered the bill, including two glasses of wine",
FNB-52,FNB_Restaurant,Bijan Bar & Restaurant,2025-02-01,L1980,Good,"Bijan with its amazing floor and nice ambience, KL Tower has huge and tasty food selection, but the decor needs upgrade. Their table cloths would be nice in the 90s, not these days. Reminder that KL Tower (Aras restaurant)  doesn't serve alcohol",
GDE-81,GDE_Guide,Quach Trung Viet   - Venus ,2025-02-04,L2160,Bad,"The guide was kind and punctual but lacked knowledge and professionalism, with a noticeable difference from Ngan and the Hanoi guide. He often left the guests alone, including during meals, and provided little historical or cultural insight—at the museum, he simply told them to read the signs.",
GDE-45,GDE_Guide,Vu Hong Thanh  - MHP ,2025-02-04,L2160,Good,good guide,
FNB-58,FNB_Restaurant,Singing Cooks and Waiters Atbp.,2025-02-05,L2157,Good,dinner in Singing Cooks and Waiters was really good for them ,
HTL-93,HTL_Hotel,Melia Kuala Lumpur,2025-02-14,L1830,Bad,"he rooms were not assigned correctly (connecting rooms) , and guide talk to the receptionist to clear it up.",
HTL-14,HTL_Hotel,Ibis Malacca,2025-02-14,L1830,Bad,"The assigned rooms were not connecting as booked. While the issue was being resolved, the guests were taken to a coffee shop since the hotel restaurant wasn’t serving coffee. After about 45 minutes, the correct rooms were provided.",
FNB-52,FNB_Restaurant,Bijan Bar & Restaurant,2025-02-14,L1830,Good,guests like the food here,
ATC-12,ATC_Attraction,Monkey Beach,2025-02-14,L1830,Good,"The trek was nice, boat ride to the beach also. The food during BBQ lunch on the beach was very good, they liked it. ",
HTL-80,HTL_Hotel,Senna Hue Hotel,2025-02-15,L2156,Neutral,"guests had mixed feelings about Senna Hotel. While nothing was specifically wrong, they mentioned that the rooms felt completely lacking in atmosphere—not what they expected from a 5-star hotel.",
,HTL_Hotel,"Moire Hoi An, Vignette Collection By IHG",2025-02-15,L2156,Good,The guests really liked their stay at Moire Hoi An,
GDE-68,GDE_Guide,Nguyen Thanh Chau  - Venus ,2025-02-15,L2156,Good,Châu was the most professional guide,
GDE-44,GDE_Guide,Le Thi Thuy Linh  - MHP ,2025-02-15,L2156,Good,Professional,
HTL-32,HTL_Hotel,W Kuala Lumpur Hotel,2025-02-17,L2014,Good,"across the road from Maya. This one is fresh, nice, lively style, and just amazing for the Petronas views, good drinks, really nice pool. Pool has day access options at 50MYR only. ",
HTL-28,HTL_Hotel,St Giles Wembely Penang,2025-02-17,L2014,Good,"compared to Maya the breakfast was really good, tasty, great choice, very friendly staff. Rooms and hotel aren’t fresh but I think they do enough. It is a pretty big hotel, has skybox on the 30th floor, nice pool and decent gym. 15min walk from Chulia Street and just across the road from shopping malls. Good access for cars",
HTL-28,HTL_Hotel,St Giles Wembely Penang,2025-02-17,L2014,Good,"compared to Maya the breakfast was really good, tasty, great choice, very friendly staff. Rooms and hotel aren’t fresh but I think they do enough. It is a pretty big hotel, has skybox on the 30th floor, nice pool and decent gym. 15min walk from Chulia Street and just across the road from shopping malls. Good access for cars",
HTL-15,HTL_Hotel,Hotel Maya Kuala Lumpur,2025-02-17,L2014,Good,"Best location, Pretty much opposite the Petronas Towers",
HTL-15,HTL_Hotel,Hotel Maya Kuala Lumpur,2025-02-17,L2014,Bad,"Hotel is pretty big and old, common areas (corridors) need repainting, maintenance isn’t great. BF is average, nothing great to say other than good coffee",
HTL-15,HTL_Hotel,Hotel Maya Kuala Lumpur,2025-02-17,L2014,Good,"has one of the best possible locations. Pretty much opposite the Petronas Towers, with the view of Petronas itself obstructed by W Hotel. 24/7 food court just opposite and walking distance to all KLCC area / Kampng Bahru. Hotel is pretty big and old, common areas (corridors) need repainting, maintenance isn’t great. Breakfast selection is average, nothing to talk about",
GDE-95,GDE_Guide,Winnie - DTH Malaysia ,2025-02-17,L2014,Good,very friendly,
GDE-95,GDE_Guide,Winnie - DTH Malaysia ,2025-02-17,L2014,Bad,I kept wondering about her experience with groups or guiding in general. She has moved to Penang about 3.5 years ago but I had impression that she doesn’t know that much facts about the places visited - many questions that I’ve asked her she needed to check.,
GDE-93,GDE_Guide,Marie - DTH Malaysia ,2025-02-17,L2014,Good,"68old, very nice and super knowledgable lady. She is actually a trainer at the guides association and also does her heritage free walking tours in KL. These free tours  pay her way better from tips (profit vs time spent) than working with groups like ours, but she likes Natalya and agreed to take this tour. She kept mentioning many items that were not prepared in advance (menus, itinerary, contact list for her, etc)",
FNB-72,FNB_Restaurant,Aras KL Tower,2025-02-17,L2014,Good,Huge buffet,
FNB-71,FNB_Restaurant,Indian restaurant in Little India,2025-02-17,L2014,Good,"fun experience, but a bit too spicy for some",
FNB-53,FNB_Restaurant,Envi Skydining ,2025-02-17,L2014,Good,"Western food, good service ",
FNB-52,FNB_Restaurant,Bijan Bar & Restaurant,2025-02-17,L2014,Good,nice Malay cuisine,
GDE-93,GDE_Guide,Marie - DTH Malaysia ,2025-02-21,L1984,Good,"She’s good, knowledgeable, friendly, gave an idea how to change itinerary a bit to save some time in a car",
ATC-10,ATC_Attraction,Batu Caves,2025-02-21,L1984,Good,"Batu Caves, pewter factory: guests liked and enjoyed it",
RST-46,RST_Resort,Sofitel Angkor Phokeethra Golf & Spa Resort,2025-02-23,W196,Good,"although the hotel is old too, it was very nice. Guests loved the space. ",
RST-45,RST_Resort,Angkor Village Resort,2025-02-23,W196,Good,"great, beautiful grounds, plants, ambience, very nice food. Everyone loved it. Hotel was built about 20 years ago, but the upkeep is very good",
HTL-22,HTL_Hotel,Novotel Bangkok Sukhumvit 4,2025-02-23,W221,Good,"very nice, clean and modern hotel. Very good breakfast. Much, much better than Nouvo. 
Only for party, male groups. It is in the heart of red light district and as soon as you step out of the hotel in the evening the street is lined up with hundreds (not dozens but hundreds) of prostitutes.",
HTL-19,HTL_Hotel,MyBanLao Hotel,2025-02-23,W221,Good,"very nice, clean and new hotel. The lobby and restaurant are in the old CIA headquarter building, suite rooms have pretty much no outside view. Lots of Koreans staying there. Breakfast, service and pricing all seems great. It is walking distance to night market, hotel offers free shuttles too. This is proper hotel for incentive groups, much better than Sanakeo Boutique.
 ",
GDE-104,GDE_Guide,Sak,2025-02-23,W221,Good,very good,
GDE-103,GDE_Guide,Nui Kanook - Robert ,2025-02-23,W221,Good,very good,
GDE-101,GDE_Guide,Makara - Robert ,2025-02-23,W196,Good,great as always,
FNB-74,FNB_Restaurant,Walk Rooftop Bar Bangkok (Centara Watergate),2025-02-23,W221,Good,"very good, but worth noting there is no alternative in case of rain. Only indoor hotel restaurant.",
FNB-68,FNB_Restaurant,Khmer Kitchen,2025-02-23,W196,Bad,"very dirty, Rapala was shocked that we took her there, she said it is for Rainbow tours and not her clients. Very dirty female toilet, dirty walls, dusty, etc. One pic of the staircase below. I agree with her, this one we should consider to upgrade, definitely for incentive",
FNB-67,FNB_Restaurant,Changkran Khmer,2025-02-23,W196,Neutral,"nice, but always slow service. Now I've been there both for lunch & dinner and I think it is better for dinner, at lunchtime it can get quite hot there",
FNB-66,FNB_Restaurant,The Sugar Palm,2025-02-23,W196,Good,"very nice, as always",
FNB-65,FNB_Restaurant,Malis ,2025-02-23,W196,Good,"great, luxury, nice service and space",
FNB-64,FNB_Restaurant,Apsara Theatre,2025-02-23,W196,Good,"good, food same as always, nothing special, but we go there for the show",
FNB-63,FNB_Restaurant,Bamboo tree,2025-02-23,W221,Good,"the setting is nice if seated outdoor, has great temple view. If seated inside it is a regular looking restaurant, very tasty food.  
 ",
FNB-62,FNB_Restaurant,Living Land Farm,2025-02-23,W221,Good,"very tasty meal, rice paddies view",
FNB-61,FNB_Restaurant,Manda De Lao,2025-02-23,W221,Good,"great restaurant, must be the top3 in the city",
FNB-60,FNB_Restaurant,Manivanh - Pak ou Caves,2025-02-23,W221,Good,"very nice view, very regular restaurant. Best at the location",
FNB-59,FNB_Restaurant,Fullmoon buffet,2025-02-23,W221,Good,"estaurant - nice, completely local restaurant in all you can eat style. Mookata grill on the tables and outdoor seating. 12min ride from the LPQ old town",
ATC-30,ATC_Attraction,Phare Circus,2025-02-23,W196,Good,they loved the lively and engaging show they watched,
ATC-29,ATC_Attraction,Apopo Visitor Center,2025-02-23,W196,Good,it was great,
ATC-28,ATC_Attraction,Phnom Kulen National Park,2025-02-23,W196,Good,"nice weather, nice tour. Rapala said it is a typical ""zapychacz czasu"" tour when you have time to waste and nothing better to do",
ATC-27,ATC_Attraction,Tonle Sap floating villages,2025-02-23,W196,Bad,"Tonle Sap village is now all moved to the open waters on the lake and the rowing boats tour is less scenic (rowing between platforms and in a dug out channel through mangroves). Very busy on the platform during sunset, plenty of older ladies and kids begging for cash when we went to visit floating school ",
ATC-26,ATC_Attraction,Songlao sunset cruise,2025-02-23,W221,Good,"great boat and service. Very nice, large set of snacks provided and also a live show (Hanuman dance and traditional Lao dance). I had no idea earlier these are going to happen on the boat. Ewelina was positively surprised but also commented that she should know it will be this nice",
ATC-25,ATC_Attraction,Pak Ou caves,2025-02-23,W221,Bad,"a very long boating for a very short visit to a cave which isn't spectacular
The whiskey village stop on the is basically one shop showing / selling lao whiskey (rice wine) and souvenirs behind the rice wine making place. No time to walk around the villages if you combine the cruise with any other activities. ",
ATC-25,ATC_Attraction,Pak Ou caves,2025-02-23,W221,Good,"It is a pretty nice cruise (about 2hrs upstream). You can wrap up visit to the caves in 30minutes, and then it is under 2 hours to cruise back to Luang Prabang",
ATC-24,ATC_Attraction,Kuang Si waterfall,2025-02-23,W221,Good,"still pretty and quite impressive in the dry season. Plenty of Asian groups around so I'd recommend arriving here at lunch time
There is The View coffee shop and very nice, very inexpensive zipline (25$/pax) above the  waterfalls. It requires a steep climb of 530 steps to get there.",
RST-04,RST_Resort,Aroma Beach Resort & Spa ,2025-03-14,L1994,Good,especially Aroma was perfect for them and surprisingly peaceful.,
